Symbol,Name,Country,Sector,Industry
DNB,Dun & Bradstreet Holdings Inc. Common Stock,United States,Finance,Finance: Consumer Services
DNMR,Danimer Scientific Inc. Common Stock,,Industrials,Major Chemicals
DNOW,NOW Inc. Common Stock,,Industrials,Metal Fabrications
DNP,DNP Select Income Fund Inc. Common Stock,United States,Finance,Investment Managers
DO,Diamond Offshore Drilling Inc. Common Stock,United States,Energy,Oil & Gas Production
DOC,Physicians Realty Trust Common Shares of Beneficial Interest,United States,Real Estate,Real Estate Investment Trusts
DOCN,DigitalOcean Holdings Inc. Common Stock,United States,Technology,Retail: Computer Software & Peripheral Equipment
DOCS,Doximity Inc. Class A Common Stock,,Technology,Retail: Computer Software & Peripheral Equipment
DOLE,Dole plc Ordinary Shares,,Consumer Staples,Farming/Seeds/Milling
DOMA,Doma Holdings Inc. Common Stock,,Finance,Real Estate
DOOR,Masonite International Corporation Ordinary Shares (Canada),Canada,Basic Materials,Forest Products
DOUG,Douglas Elliman Inc. Common Stock,,Real Estate,Building operators
DOV,Dover Corporation Common Stock,United States,Industrials,Industrial Machinery/Components
DOW,Dow Inc. Common Stock ,,Industrials,Major Chemicals
DPG,Duff & Phelps Utility and Infrastructure Fund Inc.,United States,Finance,Trusts Except Educational Religious and Charitable
DPZ,Domino's Pizza Inc Common Stock,United States,Consumer Discretionary,Food Distributors
DQ,DAQO New Energy Corp. American Depositary Shares each representing five ordinary shares,China,Technology,Semiconductors
DRD,DRDGOLD Limited American Depositary Shares,South Africa,Basic Materials,Precious Metals
DRH,Diamondrock Hospitality Company Common Stock,United States,Real Estate,Real Estate Investment Trusts
DRI,Darden Restaurants Inc. Common Stock,United States,Consumer Discretionary,Restaurants
DRQ,Dril-Quip Inc. Common Stock,United States,Industrials,Metal Fabrications
DSAQ,Direct Selling Acquisition Corp. Class A Common Stock,,Finance,Blank Checks
DSL,DoubleLine Income Solutions Fund Common Shares of Beneficial Interests,,Finance,Trusts Except Educational Religious and Charitable
DSM,BNY Mellon Strategic Municipal Bond Fund Inc. Common Stock,United States,Finance,Investment Managers
DSU,Blackrock Debt Strategies Fund Inc. Common Stock,United States,Finance,Finance Companies
DSX,Diana Shipping inc. common stock,Greece,Consumer Discretionary,Marine Transportation
DT,Dynatrace Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
DTB,DTE Energy Company 2020 Series G 4.375% Junior Subordinated Debentures due 2080,United States,Utilities,Electric Utilities: Central
DTC,Solo Brands Inc. Class A Common Stock,,Consumer Discretionary,Recreational Games/Products/Toys
DTE,DTE Energy Company Common Stock,United States,Utilities,Electric Utilities: Central
DTF,DTF Tax-Free Income 2028 Term Fund Inc. Common Stock,United States,Finance,Investment Managers
DTG,DTE Energy Company 2021 Series E 4.375% Junior Subordinated Debentures,United States,Utilities,Electric Utilities: Central
DTM,DT Midstream Inc. Common Stock ,,Utilities,Oil & Gas Production
DTW,DTE Energy Company 2017 Series E 5.25% Junior Subordinated Debentures due 2077,United States,Utilities,Electric Utilities: Central
DUK,Duke Energy Corporation (Holding Company) Common Stock,United States,Industrials,Railroads
DUKB,Duke Energy Corporation 5.625% Junior Subordinated Debentures due 2078,United States,Utilities,Power Generation
DV,DoubleVerify Holdings Inc. Common Stock,,Technology,Computer Software: Prepackaged Software
DVA,DaVita Inc. Common Stock,United States,Health Care,Misc Health and Biotechnology Services
DVN,Devon Energy Corporation Common Stock,United States,Energy,Oil & Gas Production
DX,Dynex Capital Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
DXC,DXC Technology Company Common Stock ,,Technology,EDP Services
DY,Dycom Industries Inc. Common Stock,United States,Industrials,Water Sewer Pipeline Comm & Power Line Construction
E,ENI S.p.A. Common Stock,Italy,Energy,Oil & Gas Production
EAF,GrafTech International Ltd. Common Stock,United States,Energy,Industrial Machinery/Components
EAI,Entergy Arkansas LLC First Mortgage Bonds 4.875% Series Due September 1 2066,United States,Utilities,Electric Utilities: Central
EARN,Ellington Residential Mortgage REIT Common Shares of Beneficial Interest,United States,Real Estate,Real Estate Investment Trusts
EAT,Brinker International Inc. Common Stock,United States,Consumer Discretionary,Restaurants
EB,Eventbrite Inc. Class A Common Stock,United States,Technology,Computer Software: Programming Data Processing
EBF,Ennis Inc. Common Stock,United States,Consumer Discretionary,Office Equipment/Supplies/Services
EBR,Centrais Electricas Brasileiras S A American Depositary Shares (Each representing one Common Share),,Utilities,Electric Utilities: Central
EBS,Emergent Biosolutions Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
EC,Ecopetrol S.A. American Depositary Shares,Colombia,Energy,Oil & Gas Production
ECAT,BlackRock ESG Capital Allocation Term Trust Common Shares of Beneficial Interest,,Finance,Trusts Except Educational Religious and Charitable
ECC           ,Eagle Point Credit Company Inc. Common Stock,United States,Finance,Trusts Except Educational Religious and Charitable
ECCC,Eagle Point Credit Company Inc. 6.50% Series C Term Preferred Stock due 2031,United States,Finance,Trusts Except Educational Religious and Charitable
ECCV,Eagle Point Credit Company Inc. 5.375% Notes due 2029,United States,Finance,Trusts Except Educational Religious and Charitable
ECCW,Eagle Point Credit Company Inc. 6.75% Notes due 2031,United States,Finance,Trusts Except Educational Religious and Charitable
ECCX,Eagle Point Credit Company Inc. 6.6875% Notes due 2028,United States,Finance,Trusts Except Educational Religious and Charitable
ECL,Ecolab Inc. Common Stock,United States,Consumer Discretionary,Package Goods/Cosmetics
ECVT,Ecovyst Inc. Common Stock,United States,Industrials,Major Chemicals
ED,Consolidated Edison Inc. Common Stock,United States,Utilities,Power Generation
EDD,Morgan Stanley Emerging Markets Domestic Debt Fund Inc. Morgan Stanley Emerging Markets Domestic Debt Fund Inc. Common Stock,United States,Finance,Finance Companies
EDF,Virtus Stone Harbor Emerging Markets Income Fund Common Shares of Beneficial Interest,United States,Finance,Investment Managers
EDI,Virtus Stone Harbor Emerging Markets Total Income Fund Common Shares of Beneficial Interest,United States,Finance,Finance Companies
EDN,Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor) Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor) American Depositary Shares,Argentina,Utilities,Electric Utilities: Central
EDR,Endeavor Group Holdings Inc. Class A Common Stock,,Consumer Discretionary,Services-Misc. Amusement & Recreation
EDU,New Oriental Education & Technology Group Inc. Sponsored ADR representing 10 Ordinary Share (Cayman Islands),China,Consumer Discretionary,Educational Services
EE,Excelerate Energy Inc. Class A Common Stock,,Utilities,Oil/Gas Transmission
EEA,The European Equity Fund Inc. Common Stock,United States,Finance,Trusts Except Educational Religious and Charitable
EEX,Emerald Holding Inc. Common Stock,United States,Consumer Discretionary,Advertising
EFC,Ellington Financial Inc. Common Stock ,United States,Finance,Real Estate
EFR,Eaton Vance Senior Floating-Rate Fund Common Shares of Beneficial Interest,United States,Finance,Trusts Except Educational Religious and Charitable
EFT,Eaton Vance Floating Rate Income Trust Common Shares of Beneficial Interest,United States,Finance,Finance Companies
EFX,Equifax Inc. Common Stock,United States,Finance,Finance: Consumer Services
EFXT,Enerflex Ltd Common Shares,Canada,Industrials,Industrial Machinery/Components
EGF,Blackrock Enhanced Government Fund Inc. Common Stock,United States,Finance,Trusts Except Educational Religious and Charitable
EGGF,EG Acquisition Corp. Class A Common Stock,,Finance,Blank Checks
EGLE,Eagle Bulk Shipping Inc. Common Stock,United States,Consumer Discretionary,Marine Transportation
EGO,Eldorado Gold Corporation Ordinary Shares,Canada,Basic Materials,Precious Metals
EGP,EastGroup Properties Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
EGY,VAALCO Energy Inc.  Common Stock,United States,,
EHAB,Enhabit Inc. Common Stock,,Health Care,Hospital/Nursing Management
EHC,Encompass Health Corporation Common Stock,United States,Health Care,Hospital/Nursing Management
EHI,Western Asset Global High Income Fund Inc Common Stock,United States,Finance,Investment Managers
EIC,Eagle Point Income Company Inc. Common Stock,,Finance,Finance/Investors Services
EICA,Eagle Point Income Company Inc. 5.00% Series A Term Preferred Stock due 2026,,Finance,Finance/Investors Services
EIG,Employers Holdings Inc Common Stock,United States,Finance,Property-Casualty Insurers
EIX,Edison International Common Stock,United States,Utilities,Electric Utilities: Central
EL,Estee Lauder Companies Inc. (The) Common Stock,United States,Consumer Discretionary,Package Goods/Cosmetics
ELAN,Elanco Animal Health Incorporated Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ELC,Entergy Louisiana Inc. Collateral Trust Mortgage Bonds 4.875 % Series due September 1 2066,United States,Utilities,Electric Utilities: Central
ELF,e.l.f. Beauty Inc. Common Stock,United States,Consumer Discretionary,Package Goods/Cosmetics
ELME,Elme Communities Common Stock,United States,Real Estate,Real Estate Investment Trusts
ELP,Companhia Paranaense de Energia (COPEL) American Depositary Shares (each representing one Unit consisting one Common Share and four non-voting Class B Preferred Shares),Brazil,Utilities,Electric Utilities: Central
ELS,Equity Lifestyle Properties Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
ELV,Elevance Health Inc. Common Stock,United States,Health Care,Medical Specialities
EMD,Western Asset Emerging Markets Debt Fund Inc Common Stock,United States,Finance,Finance/Investors Services
EME,EMCOR Group Inc. Common Stock,United States,Industrials,Engineering & Construction
EMF,Templeton Emerging Markets Fund Common Stock,United States,Finance,Finance/Investors Services
EMN,Eastman Chemical Company Common Stock,United States,Industrials,Major Chemicals
EMO,ClearBridge Energy Midstream Opportunity Fund Inc. Common Stock,United States,Finance,Investment Managers
EMP,Entergy Mississippi LLC First Mortgage Bonds 4.90% Series Due October 1 2066,United States,,
EMR,Emerson Electric Company Common Stock,United States,Technology,Consumer Electronics/Appliances
ENB,Enbridge Inc Common Stock,Canada,Energy,Natural Gas Distribution
ENFN,Enfusion Inc. Class A Common Stock,,Technology,Computer Software: Prepackaged Software
ENIC,Enel Chile S.A. American Depositary Shares (Each representing 50 shares of Common Stock),,Utilities,Electric Utilities: Central
ENJ,Entergy New Orleans LLC First Mortgage Bonds 5.0% Series due December 1 2052,United States,Utilities,Power Generation
ENLC,EnLink Midstream LLC Common Units representing Limited Partner Interests,,Utilities,Natural Gas Distribution
ENO,Entergy New Orleans LLC First Mortgage Bonds 5.50% Series due April 1 2066,United States,Utilities,Power Generation
ENOV,Enovis Corporation Common Stock,United States,Industrials,Fluid Controls
ENR,Energizer Holdings Inc. Common Stock,United States,Miscellaneous,Industrial Machinery/Components
ENS,EnerSys Common Stock,United States,Technology,Industrial Machinery/Components
ENV,Envestnet Inc Common Stock,United States,Consumer Discretionary,Business Services
ENVA,Enova International Inc. Common Stock,United States,Finance,Finance: Consumer Services
ENZ,Enzo Biochem Inc. Common Stock ($0.01 Par Value),United States,Health Care,Medical Specialities
EOCW,Elliott Opportunity II Corp. Class A Ordinary Shares,,Finance,Blank Checks
EOD,Allspring Global Dividend Opportunity Fund Common Shares of Beneficial Interest,United States,Finance,Investment Managers
EOG,EOG Resources Inc. Common Stock,United States,Energy,Oil & Gas Production
EOI,Eaton Vance Enhance Equity Income Fund Eaton Vance Enhanced Equity Income Fund Shares of Beneficial Interest,United States,Finance,Finance/Investors Services
EOS,Eaton Vance Enhance Equity Income Fund II Common Stock,,Finance,Trusts Except Educational Religious and Charitable
EOT,Eaton Vance Municipal Income Trust EATON VANCE NATIONAL MUNICIPAL OPPORTUNITIES TRUST,United States,Finance,Investment Bankers/Brokers/Service
EPAC,Enerpac Tool Group Corp. Common Stock,United States,Technology,Industrial Machinery/Components
EPAM,EPAM Systems Inc. Common Stock,United States,Technology,EDP Services
EPC,Edgewell Personal Care Company Common Stock,,Consumer Discretionary,Package Goods/Cosmetics
EPD,Enterprise Products Partners L.P. Common Stock,United States,Utilities,Natural Gas Distribution
EPR,EPR Properties Common Stock,United States,Real Estate,Real Estate Investment Trusts
EPRT,Essential Properties Realty Trust Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
EQBK,Equity Bancshares Inc. Class A Common Stock,United States,Finance,Major Banks
EQC,Equity Commonwealth Common Shares of Beneficial Interest,United States,Real Estate,Real Estate Investment Trusts
EQH,Equitable Holdings Inc. Common Stock,United States,Finance,Specialty Insurers
EQNR,Equinor ASA,Norway,Energy,Integrated oil Companies
EQR,Equity Residential Common Shares of Beneficial Interest,United States,Real Estate,Real Estate Investment Trusts
EQS,Equus Total Return Inc. Common Stock,United States,Finance,Finance/Investors Services
EQT,EQT Corporation Common Stock,United States,Energy,Oil & Gas Production
ERF,Enerplus Corporation Common Stock,Canada,Energy,Oil & Gas Production
ERJ,Embraer S.A. Common Stock,Brazil,Industrials,Aerospace
ERO,Ero Copper Corp. Common Shares,,,
ES,Eversource Energy (D/B/A) Common Stock,United States,Utilities,Electric Utilities: Central
ESAB,ESAB Corporation Common Stock,,Industrials,Office Equipment/Supplies/Services
ESE,ESCO Technologies Inc. Common Stock,United States,Telecommunications,Telecommunications Equipment
ESI,Element Solutions Inc. Common Stock,United States,Industrials,Major Chemicals
ESMT,EngageSmart Inc. Common Stock,,Technology,EDP Services
ESNT,Essent Group Ltd. Common Shares,,Finance,Property-Casualty Insurers
ESRT,Empire State Realty Trust Inc. Class A Common Stock,United States,Real Estate,Real Estate Investment Trusts
ESS,Essex Property Trust Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
ESTC,Elastic N.V. Ordinary Shares,United States,Technology,Computer Software: Prepackaged Software
ESTE,Earthstone Energy Inc. Class A Common Stock,United States,Energy,Oil & Gas Production
ET,Energy Transfer LP Common Units ,United States,Utilities,Natural Gas Distribution
ETB,Eaton Vance Tax-Managed Buy-Write Income Fund Eaton Vance Tax-Managed Buy-Write Income Fund Common Shares of Beneficial Interest,United States,Finance,Investment Bankers/Brokers/Service
ETD,Ethan Allen Interiors Inc. Common Stock,United States,Consumer Discretionary,Home Furnishings
ETG,Eaton Vance Tax-Advantaged Global Dividend Income Fund Common Shares of Beneficial Interest,United States,Finance,Investment Managers
ETJ,Eaton Vance Risk-Managed Diversified Equity Income Fund Common Shares of Beneficial Interest,United States,Finance,Finance Companies
ETN,Eaton Corporation PLC Ordinary Shares,Ireland,Technology,Industrial Machinery/Components
ETO,Eaton Vance Tax-Advantage Global Dividend Opp Common Stock,United States,Finance,Investment Managers
ETR,Entergy Corporation Common Stock,United States,Utilities,Electric Utilities: Central
ETRN,Equitrans Midstream Corporation Common Stock ,,Utilities,Natural Gas Distribution
ETV,Eaton Vance Corporation Eaton Vance Tax-Managed Buy-Write Opportunities Fund Common Shares of Beneficial Interest,United States,Finance,Investment Bankers/Brokers/Service
ETW,Eaton Vance Corporation Eaton Vance Tax-Managed Global Buy-Write Opportunites Fund Common Shares of Beneficial Interest,United States,Finance,Investment Bankers/Brokers/Service
ETWO,E2open Parent Holdings Inc.Class A Common Stock,,Technology,EDP Services
ETX           ,Eaton Vance Municipal Income 2028 Term Trust Common Shares of Beneficial Interest,,Finance,Investment Bankers/Brokers/Service
ETY,Eaton Vance Tax-Managed Diversified Equity Income Fund Common Shares of Beneficial Interest,United States,Finance,Finance Companies
EURN,Euronav NV Ordinary Shares,,Consumer Discretionary,Marine Transportation
EVA,Enviva Inc. Common Stock,United States,Basic Materials,Forest Products
EVC,Entravision Communications Corporation Common Stock,United States,Industrials,Broadcasting
EVE,EVe Mobility Acquisition Corp Class A Ordinary Shares,,Finance,Blank Checks
EVEX,Eve Holding Inc. Common Stock,,Industrials,Aerospace
EVF,Eaton Vance Senior Income Trust Common Stock,United States,Finance,Investment Bankers/Brokers/Service
EVG,Eaton Vance Short Diversified Income Fund Eaton Vance Short Duration Diversified Income Fund Common Shares of Beneficial Interest,United States,Finance,Investment Managers
EVH,Evolent Health Inc Class A Common Stock,United States,Consumer Discretionary,Other Consumer Services
EVN,Eaton Vance Municipal Income Trust Common Stock,United States,Finance,Investment Bankers/Brokers/Service
EVR,Evercore Inc. Class A Common Stock,United States,Finance,Investment Managers
EVRI,Everi Holdings Inc. Common Stock,United States,Consumer Discretionary,Services-Misc. Amusement & Recreation
EVT,Eaton Vance Tax Advantaged Dividend Income Fund Common Shares of Beneficial Interest,United States,Finance,Finance Companies
EVTC,Evertec Inc. Common Stock,Puerto Rico,Technology,EDP Services
EVTL,Vertical Aerospace Ltd. Ordinary Shares,,Industrials,Aerospace
EW,Edwards Lifesciences Corporation Common Stock,United States,Health Care,Industrial Specialties
EXG,Eaton Vance Tax-Managed Global Diversified Equity Income Fund Eaton Vance Tax-Managed Global Diversified Equity Income Fund Common Shares of Beneficial Interest,United States,Finance,Finance Companies
EXK,Endeavour Silver Corporation Ordinary Shares (Canada),Canada,Basic Materials,Precious Metals
EXP,Eagle Materials Inc Common Stock,United States,Industrials,Building Materials
EXPR,Express Inc. Common Stock,United States,Consumer Discretionary,Clothing/Shoe/Accessory Stores
EXR,Extra Space Storage Inc Common Stock,United States,Real Estate,Real Estate Investment Trusts
F,Ford Motor Company Common Stock,United States,Consumer Discretionary,Auto Manufacturing
FACT,Freedom Acquisition I Corp. Class A Ordinary Shares,,Finance,Blank Checks
FAF,First American Corporation (New) Common Stock,United States,Finance,Specialty Insurers
FAM,First Trust/abrdn Global Opportunity Income Fund Common Shares of Beneficial Interest,United States,Finance,Finance/Investors Services
FATH,Fathom Digital Manufacturing Corporation Class A Common Stock,,Technology,Computer peripheral equipment
FBIN,Fortune Brands Innovations Inc. Common Stock,United States,Basic Materials,Forest Products
FBK,FB Financial Corporation Common Stock,United States,Finance,Major Banks
FBP,First BanCorp. New Common Stock,Puerto Rico,Finance,Major Banks
FBRT,Franklin BSP Realty Trust Inc. Common Stock,,Real Estate,Real Estate Investment Trusts
FC,Franklin Covey Company Common Stock,United States,Consumer Discretionary,Other Consumer Services
FCF,First Commonwealth Financial Corporation Common Stock,United States,Finance,Major Banks
FCN,FTI Consulting Inc. Common Stock,United States,Consumer Discretionary,Professional Services
FCPT,Four Corners Property Trust Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
FCRX,Crescent Capital BDC Inc. 5.00% Notes due 2026,United States,Finance,Finance/Investors Services
FCT,First Trust Senior Floating Rate Income Fund II Common Shares of Beneficial Interest,United States,Finance,Finance Companies
FCX,Freeport-McMoRan Inc. Common Stock,United States,Basic Materials,Metal Mining
FDEU,First Trust Dynamic Europe Equity Income Fund Common Shares of Beneficial Interest,,Finance,Trusts Except Educational Religious and Charitable
FDP,Fresh Del Monte Produce Inc. Common Stock,Cayman Islands,Consumer Staples,Farming/Seeds/Milling
FDX,FedEx Corporation Common Stock,United States,Consumer Discretionary,Air Freight/Delivery Services
FE,FirstEnergy Corp. Common Stock,United States,Utilities,Electric Utilities: Central
FEDU,Four Seasons Education (Cayman) Inc. American Depositary Shares each ADS representing 10 ordinary shares,,Consumer Discretionary,Educational Services
FEI           ,First Trust MLP and Energy Income Fund Common Shares of Beneficial Interest,,Finance,Finance/Investors Services
FENG,Phoenix New Media Limited American Depositary Shares each representing 48 Class A ordinary shares.,China,Industrials,Broadcasting
FERG,Ferguson plc Ordinary Shares,,Miscellaneous,Miscellaneous
FET,Forum Energy Technologies Inc. Common Stock,United States,Industrials,Metal Fabrications
FF,FutureFuel Corp.  Common shares,United States,Industrials,Major Chemicals
FFA,First Trust Enhanced Equity Income Fund,United States,Finance,Investment Managers
FFC,Flaherty & Crumrine Preferred and Income Securities Fund Incorporated,,Finance,Trusts Except Educational Religious and Charitable
FG,F&G Annuities & Life Inc. Common Stock,,Finance,Life Insurance
FGB,First Trust Specialty Finance and Financial Opportunities Fund,United States,Finance,Finance/Investors Services
FHI,Federated Hermes Inc. Common Stock,United States,Finance,Investment Managers
FHN,First Horizon Corporation Common Stock,United States,Finance,Major Banks
FI,Fiserv Inc. Common Stock,United States,Consumer Discretionary,Business Services
FICO,Fair Isaac Corproation Common Stock,United States,Consumer Discretionary,Business Services
FIF,First Trust Energy Infrastructure Fund Common Shares of Beneficial Interest,United States,Finance,Finance/Investors Services
FIGS,FIGS Inc. Class A Common Stock,,Consumer Discretionary,Apparel
FINS,Angel Oak Financial Strategies Income Term Trust Common Shares of Beneficial Interest,,Finance,Finance/Investors Services
FINV,FinVolution Group American Depositary Shares,United States,Finance,Finance: Consumer Services
FIS,Fidelity National Information Services Inc. Common Stock,United States,Consumer Discretionary,Business Services
FIX,Comfort Systems USA Inc. Common Stock,United States,Industrials,Engineering & Construction
FL,Foot Locker Inc.,United States,Consumer Discretionary,Clothing/Shoe/Accessory Stores
FLC,Flaherty & Crumrine Total Return Fund Inc Common Stock,United States,Finance,Trusts Except Educational Religious and Charitable
FLME,Flame Acquisition Corp. Class A Common Stock,,Energy,Oil & Gas Production
FLNG,FLEX LNG Ltd. Ordinary Shares,,Consumer Discretionary,Marine Transportation
FLO,Flowers Foods Inc. Common Stock,United States,Consumer Staples,Packaged Foods
FLR,Fluor Corporation Common Stock,United States,Industrials,Military/Government/Technical
FLS,Flowserve Corporation Common Stock,United States,Industrials,Fluid Controls
FLT,FleetCor Technologies Inc. Common Stock,United States,Consumer Discretionary,Business Services
FMC,FMC Corporation Common Stock,United States,Industrials,Major Chemicals
FMN,Federated Hermes Premier Municipal Income Fund,United States,Finance,Investment Managers
FMS,Fresenius Medical Care AG Common Stock,Germany,Health Care,Misc Health and Biotechnology Services
FMX,Fomento Economico Mexicano S.A.B. de C.V. Common Stock,Mexico,Consumer Staples,Beverages (Production/Distribution)
FMY,First Trust Motgage Income Fund Common Shares of Beneficial Interest,United States,Finance,Finance/Investors Services
FN,Fabrinet Ordinary Shares,Cayman Islands,Utilities,Telecommunications Equipment
FNA,Paragon 28 Inc. Common Stock,,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
FNB,F.N.B. Corporation Common Stock,United States,Finance,Major Banks
FND,Floor & Decor Holdings Inc. Common Stock,,Consumer Discretionary,RETAIL: Building Materials
FNF,FNF Group of Fidelity National Financial Inc. Common Stock,United States,Finance,Specialty Insurers
FNV,Franco-Nevada Corporation,Canada,Basic Materials,Precious Metals
FOA,Finance of America Companies Inc. Class A Common Stock,,Finance,Finance Companies
FOF,Cohen & Steers Closed-End Opportunity Fund Inc. Common Stock,United States,Finance,Investment Managers
FOR,Forestar Group Inc Common Stock ,United States,Finance,Real Estate
FORG,ForgeRock Inc. Class A Common Stock,,Technology,Computer Software: Prepackaged Software
FOUR,Shift4 Payments Inc. Class A Common Stock,United States,Technology,EDP Services
FPF,First Trust Intermediate Duration Preferred & Income Fund Common Shares of Beneficial Interest,,Finance,Trusts Except Educational Religious and Charitable
FPH,Five Point Holdings LLC Class A Common Shares,United States,Finance,Real Estate
FPI,Farmland Partners Inc. Common Stock,,Real Estate,Real Estate Investment Trusts
FPL,First Trust New Opportunities MLP & Energy Fund Common Shares of Beneficial Interest,,Finance,Trusts Except Educational Religious and Charitable
FR,First Industrial Realty Trust Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
FRA,Blackrock Floating Rate Income Strategies Fund Inc  Common Stock,United States,Finance,Investment Bankers/Brokers/Service
FREY,FREYR Battery Ordinary Shares,,Miscellaneous,Industrial Machinery/Components
FRGE,Forge Global Holdings Inc. Common Stock,,Technology,Computer Software: Prepackaged Software
FRO,Frontline Plc Ordinary Shares,Bermuda,Consumer Discretionary,Marine Transportation
FRT,Federal Realty Investment Trust Common Stock,United States,Real Estate,Real Estate Investment Trusts
FRXB,Forest Road Acquisition Corp. II Class A Common Stock,,Finance,Blank Checks
FSCO,FS Credit Opportunities Corp. Common Stock,,Finance,Trusts Except Educational Religious and Charitable
FSD,First Trust High Income Long Short Fund Common Shares of Beneficial Interest,,Finance,Investment Managers
FSK,FS KKR Capital Corp. Common Stock,,Finance,Investment Managers
FSLY,Fastly Inc. Class A Common Stock,,Technology,Computer Software: Prepackaged Software
FSM,Fortuna Silver Mines Inc Ordinary Shares (Canada),Canada,Basic Materials,Precious Metals
FSNB,Fusion Acquisition Corp. II Class A Common Stock,,Finance,Blank Checks
FSR,Fisker Inc. Class A Common Stock,,,
FSS,Federal Signal Corporation Common Stock,United States,Consumer Discretionary,Auto Manufacturing
FT,Franklin Universal Trust Common Stock,United States,Finance,Trusts Except Educational Religious and Charitable
FTCH,Farfetch Limited Class A Ordinary Shares,,Consumer Discretionary,Business Services
FTHY,First Trust High Yield Opportunities 2027 Term Fund Common Stock,United States,Finance,Investment Managers
FTI,TechnipFMC plc Ordinary Share,,Industrials,Metal Fabrications
FTK,Flotek Industries Inc. Common Stock,United States,Industrials,Major Chemicals
FTS,Fortis Inc. Common Shares,,Utilities,Electric Utilities: Central
FTV,Fortive Corporation Common Stock ,,Industrials,Industrial Machinery/Components
FUBO,fuboTV Inc. Common Stock,,Industrials,Broadcasting
FUL,H. B. Fuller Company Common Stock,United States,Industrials,Home Furnishings
FUN,Cedar Fair L.P. Common Stock,United States,Consumer Discretionary,Services-Misc. Amusement & Recreation
FVRR,Fiverr International Ltd. Ordinary Shares no par value,,Consumer Discretionary,Business Services
FXLV,F45 Training Holdings Inc. Common Stock,,Consumer Discretionary,Professional and commerical equipment
FZT,FAST Acquisition Corp. II Class A Common Stock,,Finance,Blank Checks
G,Genpact Limited Common Stock,Bermuda,Consumer Discretionary,Professional Services
GAB,Gabelli Equity Trust Inc. (The) Common Stock,United States,Finance,Investment Managers
GAM,General American Investors Inc. Common Stock,United States,Finance,Investment Managers
GAQ,Generation Asia I Acquisition Limited Class A Ordinary Shares,,Finance,Blank Checks
GATO,Gatos Silver Inc. Common Stock,United States,Basic Materials,Precious Metals
GATX,GATX Corporation Common Stock,United States,Consumer Discretionary,Transportation Services
GB,Global Blue Group Holding AG Ordinary Shares,,Technology,EDP Services
GBAB,Guggenheim Taxable Municipal Bond & Investment Grade Debt Trust Common Shares of Beneficial Interest,United States,Finance,Investment Managers
GBCI,Glacier Bancorp Inc. Common Stock,United States,Finance,Major Banks
GBLI,Global Indemnity Group LLC Class A Common Stock (DE),Ireland,Finance,Property-Casualty Insurers
GBTG,Global Business Travel Group Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software
GBX,Greenbrier Companies Inc. (The) Common Stock,United States,Industrials,Railroads
GCI,Gannett Co. Inc. Common Stock,,Consumer Discretionary,Newspapers/Magazines
GCO,Genesco Inc. Common Stock,United States,Consumer Discretionary,Clothing/Shoe/Accessory Stores
GCV,Gabelli Convertible and Income Securities Fund Inc. (The) Common Stock,United States,Finance,Finance/Investors Services
GD,General Dynamics Corporation Common Stock,United States,Industrials,Marine Transportation
GDDY,GoDaddy Inc. Class A Common Stock,United States,Technology,EDP Services
GDL,GDL Fund The Common Shares of Beneficial Interest,United States,Finance,Investment Managers
GDO,Western Asset Global Corporate Defined Opportunity Fund Inc. Western Asset Global Corporate Defined Opportunity Fund Inc.,United States,Finance,Finance Companies
GDOT,Green Dot Corporation Class A Common Stock $0.001 par value,United States,Finance,Finance: Consumer Services
GDV,Gabelli Dividend & Income Trust Common Shares of Beneficial Interest,United States,Finance,Investment Managers
GE,General Electric Company Common Stock,United States,Technology,Consumer Electronics/Appliances
GEF,Greif Inc. Class A Common Stock,United States,,
GEHI,Gravitas Education Holdings Inc. American depositary shares each representing twenty Class A ordinary shares,,Consumer Discretionary,Educational Services
GEL,Genesis Energy L.P. Common Units,United States,Energy,Oil Refining/Marketing
GENI,Genius Sports Limited Ordinary Shares,,Consumer Discretionary,Services-Misc. Amusement & Recreation
GEO,Geo Group Inc (The) REIT,United States,Consumer Discretionary,Homebuilding
GER,Goldman Sachs MLP Energy Renaissance Fund,,Finance,Trusts Except Educational Religious and Charitable
GES,Guess? Inc. Common Stock,United States,Consumer Discretionary,Apparel
GETR,Getaround Inc. Common Stock,,Consumer Discretionary,Rental/Leasing Companies
GETY,Getty Images Holdings Inc. Class A Common Stock,,Industrials,Industrial Machinery/Components
GF,New Germany Fund Inc. (The) Common Stock,United States,Finance,Investment Managers
